home_club_id,home_club_position,home_club_goals,home_club_manager_name,home_club_name,game_id
449,5,2,Ersun Yanal,Trabzonspor,2470279
36,2,1,Ismail Kartal,Fenerbahce,2470329
6890,4,2,Erol Bulut,Basaksehir FK,2470330
993,20,0,Albert Ferrer,CÃ³rdoba CF,2475231
1533,9,3,Gaizka Garitano,SD Eibar,2475247
1084,6,2,Javi Gracia,MÃ¡laga CF,2475289
3368,13,2,Lucas Alcaraz,Levante UD,2475295
993,20,1,Miroslav Djukic,CÃ³rdoba CF,2475430
993,20,0,JosÃ© Antonio Romero,CÃ³rdoba CF,2475461
3709,13,1,Pablo Franco,Getafe CF,2475483
1049,4,1,Nuno EspÃ­rito Santo,Valencia CF,2475548
190,,2,Stale Solbakken,FC Copenhagen,2478441
276,6,2,Andrea Mandorlini,Hellas Verona,2478601
252,10,1,Gian Piero Gasperini,Genoa CFC,2478611
5,4,0,Filippo Inzaghi,AC Milan,2478612
12,1,2,Rudi Garcia,AS Roma,2478614
458,15,2,Giuseppe Iachini,Palermo FC,2478654
398,3,4,Stefano Pioli,SS Lazio,2478681
252,5,1,Gian Piero Gasperini,Genoa CFC,2478700
506,1,2,Massimiliano Allegri,Juventus FC,2478712
410,9,1,Andrea Stramaccioni,Udinese Calcio,2478737
12,2,2,Rudi Garcia,AS Roma,2478764
276,14,1,Andrea Mandorlini,Hellas Verona,2478778
46,10,0,Roberto Mancini,Inter Milan,2478786
398,6,0,Stefano Pioli,SS Lazio,2478801
416,9,1,Gian Piero Ventura,Torino FC,2478808
1390,18,1,Gianfranco Zola,Cagliari Calcio,2478822
430,6,2,Vincenzo Montella,ACF Fiorentina,2478853
6195,5,1,Rafael BenÃ­tez,SSC Napoli,2478858
1038,4,1,SiniÅ¡a MihajloviÄ‡,UC Sampdoria,2478863
46,9,2,Roberto Mancini,Inter Milan,2478905
458,11,2,Giuseppe Iachini,Palermo FC,2478917
1429,19,0,Domenico Di Carlo,Cesena FC,2478949
12,2,1,Rudi Garcia,AS Roma,2478965
3349,,1,Pedro Miguel,CD Feirense,2479541
1184,14,0,Pierre Denier,KRC Genk,2479880
660,1,3,Mircea Lucescu,Shakhtar Donetsk,2480900
2999,2,4,Alex Neil,Hamilton Academical FC,2481034
371,3,0,Ronny Deila,Celtic FC,2481057
826,18,0,Antoine KombouarÃ©,RC Lens,2482117
1158,6,0,Sylvain Ripoll,FC Lorient,2482118
14171,19,0,Pascal Dupraz,Thonon Ã‰vian Grand GenÃ¨ve FC,2482207
244,1,3,Marcelo Bielsa,Olympique Marseille,2482239
995,4,0,Michel Der Zakarian,FC Nantes,2482243
595,20,1,Ghislain Printant,SC Bastia,2482255
1082,12,1,RenÃ© Girard,LOSC Lille,2482257
1158,16,1,Sylvain Ripoll,FC Lorient,2482258
826,18,1,Antoine KombouarÃ©,RC Lens,2482268
855,13,1,Jocelyn Gourvennec,EA Guingamp,2482276
40,7,1,Willy Sagnol,FC Girondins Bordeaux,2482327
969,7,1,Rolland Courbis,Montpellier HSC,2482337
1158,17,2,Sylvain Ripoll,FC Lorient,2482365
826,19,0,Antoine KombouarÃ©,RC Lens,2482373
855,13,0,Jocelyn Gourvennec,EA Guingamp,2482377
583,1,3,Laurent Blanc,Paris Saint-Germain,2482420
855,12,1,Jocelyn Gourvennec,EA Guingamp,2482427
595,16,1,Ghislain Printant,SC Bastia,2482431
14171,18,2,Pascal Dupraz,Thonon Ã‰vian Grand GenÃ¨ve FC,2482464
1162,13,3,Patrice Garande,SM Caen,2482476
449,,2,Vahid Halilhodzic,Trabzonspor,2483437
1083,,0,Miodrag Bozovic,FK Rostov,2483467
294,,3,Jorge Jesus,SL Benfica,2484338
968,4,2,Dennis van Wijk,KVC Westerlo,2486396
984,19,0,Alan Irvine,West Bromwich Albion,2486505
31,9,2,Brendan Rodgers,Liverpool FC,2486531
2288,5,2,Garry Monk,Swansea City,2486533
180,3,8,Ronald Koeman,Southampton FC,2486545
379,4,0,Sam Allardyce,West Ham United,2486575
873,15,3,Neil Warnock,Crystal Palace,2486586
3008,19,0,Steve Bruce,Hull City,2486630
762,11,1,John Carver,Newcastle United,2486684
379,7,3,Sam Allardyce,West Ham United,2486688
2288,9,1,Garry Monk,Swansea City,2486706
631,1,1,JosÃ© Mourinho,Chelsea FC,2486810
984,13,3,Tony Pulis,West Bromwich Albion,2486837
28095,13,1,Igor Kolyvanov,FK Ufa,2487345
68608,3,3,Lito Vidigal,CF Os Belenenses,2488221
11127,15,0,Aleksandr Tarkhanov,Ural Yekaterinburg,2489336
653,18,1,Gennaro Gattuso,OFI Crete FC,2489355
2672,8,1,Savvas Pantelidis,APO Levadiakos,2489362
610,,1,Frank de Boer,Ajax Amsterdam,2490853
2420,5,0,Rui VitÃ³ria,VitÃ³ria GuimarÃ£es SC,2490888
339,,0,Myron Markevych,Dnipro Dnipropetrovsk (-2020),2492360
498,,1,Peter Maes,KSC Lokeren (- 2020),2492457
6418,14,3,Makis Chavos,Panetolikos GFS,2494375
21957,11,0,Giannis Christopoulos,AO Platanias,2494385
265,4,2,Giannis Anastasiou,Panathinaikos Athens,2494410
6676,3,1,Staikos Vergetis,Asteras Tripolis,2494415
653,18,0,Gennaro Gattuso,OFI Crete FC,2494418
7185,15,1,JosÃ© Manuel Roca,Panthrakikos Komotini,2494438
683,1,2,VÃ­tor Pereira,Olympiacos Piraeus,2494479
169,15,1,Marinos Ouzounidis,Panionios Athens,2494481
2671,8,2,Giannis Petrakis,PAS Giannina,2494482
12,,1,Rudi Garcia,AS Roma,2495311
162,,0,Leonardo Jardim,AS Monaco,2495322
16,,4,JÃ¼rgen Klopp,Borussia Dortmund,2495332
16,,1,JÃ¼rgen Klopp,Borussia Dortmund,2495365
1177,12,1,Jesper SÃ¶rensen,Silkeborg IF,2495694
6993,12,0,Mykola Pavlov,FK Mariupol,2497894
6996,11,0,Vyacheslav Groznyi,Goverla Uzhgorod (- 2016),2497900
2861,8,0,FrÃ©dÃ©ric Vanderbiest,KV Oostende,2503723
354,9,1,Aleksandar Jankovic,KV Mechelen,2503788
2759,12,2,Jim McIntyre,Ross County FC,2505042
2759,12,0,Jim McIntyre,Ross County FC,2505095
2999,5,0,Martin Canning,Hamilton Academical FC,2505105
4128,10,2,Slavoljub Muslin,Amkar Perm,2506730
6676,,2,Staikos Vergetis,Asteras Tripolis,2507245
660,,1,Mircea Lucescu,Shakhtar Donetsk,2508369
338,,2,Sergiy Rebrov,Dynamo Kyiv,2508370
6414,4,4,Igor Rakhaev,Metalist Kharkiv (- 2016),2508543
339,3,5,Myron Markevych,Dnipro Dnipropetrovsk (-2020),2510830
58,2,3,Besnik Hasi,RSC Anderlecht,2512781
6414,4,1,Igor Rakhaev,Metalist Kharkiv (- 2016),2512952
6993,14,1,Mykola Pavlov,FK Mariupol,2514856
430,,3,Vincenzo Montella,ACF Fiorentina,2515985
339,3,1,Myron Markevych,Dnipro Dnipropetrovsk (-2020),2517459
1084,,2,Javi Gracia,MÃ¡laga CF,2518523
7185,12,3,,Panthrakikos Komotini,2518602
2672,15,3,Apostolos Mantzios,APO Levadiakos,2518620
202,,4,Erwin van de Looi,FC Groningen,2524026
7179,,1,Carlos Pinto,CD Tondela,2524724
2420,,2,Rui VitÃ³ria,VitÃ³ria GuimarÃ£es SC,2524758
8024,16,3,Pedro Emanuel,FC Arouca,2526199
621,,1,Ernesto Valverde,Athletic Bilbao,2527973
128,,1,Razvan Lucescu,AO Xanthi,2527982
441,,1,Alekos Vosniadis,Apollon Smyrnis,2527985
511,7,1,Paul Hartley,Dundee FC,2529639
1184,5,2,,KRC Genk,2530793
3508,10,1,Francky Dury,SV Zulte Waregem,2530797
202,,3,Erwin van de Looi,FC Groningen,2530956
338,,3,Sergiy Rebrov,Dynamo Kyiv,2531139
234,,1,Fred Rutten,Feyenoord Rotterdam,2531148
1177,12,0,Kim Poulsen,Silkeborg IF,2532529
6195,,3,Rafael BenÃ­tez,SSC Napoli,2538960
683,,1,VÃ­tor Pereira,Olympiacos Piraeus,2547044
430,,2,Vincenzo Montella,ACF Fiorentina,2547387
121,5,2,Stanislav Cherchesov,Dynamo Moscow,2550036
27,,1,Pep Guardiola,Bayern Munich,2551355
28095,14,1,Igor Kolyvanov,FK Ufa,2557032
23611,7,1,Roman Sanzhar,Olimpik Donetsk,2558361
10690,5,1,Yuriy Vernydub,Zorya Lugansk,2558366
1083,11,0,Kurban Berdyev,FK Rostov,2559098
4128,11,1,Gadzhi Gadzhiev,Amkar Perm,2559111
2288,6,2,Garry Monk,Swansea City,2577883
989,11,1,Eddie Howe,AFC Bournemouth,2577939
631,13,1,JosÃ© Mourinho,Chelsea FC,2577948
31,9,3,Brendan Rodgers,Liverpool FC,2577961
762,19,2,Steve McClaren,Newcastle United,2577967
2288,7,0,Garry Monk,Swansea City,2577973
11,2,2,ArsÃ¨ne Wenger,Arsenal FC,2578002
2288,14,2,Garry Monk,Swansea City,2578028
1003,2,1,Claudio Ranieri,Leicester City,2578031
2288,15,0,Garry Monk,Swansea City,2578054
873,6,1,Alan Pardew,Crystal Palace,2578063
1123,18,1,Alex Neil,Norwich City,2578069
631,15,3,Steve Holland,Chelsea FC,2578070
762,17,1,Steve McClaren,Newcastle United,2578079
631,14,2,Guus Hiddink,Chelsea FC,2578084
405,20,1,RÃ©mi Garde,Aston Villa,2578095
1010,9,0,Quique SÃ¡nchez Flores,Watford FC,2578131
631,10,2,Guus Hiddink,Chelsea FC,2578190
11,3,4,ArsÃ¨ne Wenger,Arsenal FC,2578197
289,18,0,Sam Allardyce,Sunderland AFC,2578211
989,14,1,Eddie Howe,AFC Bournemouth,2578234
405,20,0,Eric Black,Aston Villa,2578261
631,10,1,Guus Hiddink,Chelsea FC,2578264
29,11,3,David Unsworth,Everton FC,2578267
2553,11,0,Gary Locke,Kilmarnock FC,2579881
2999,5,4,Martin Canning,Hamilton Academical FC,2579898
43,3,1,Robbie Neilson,Heart of Midlothian FC,2579923
2999,4,1,Martin Canning,Hamilton Academical FC,2579934
43,3,1,Robbie Neilson,Heart of Midlothian FC,2579935
2451,9,1,John Hughes,Inverness Caledonian Thistle FC,2579953
370,3,2,Derek McInnes,Aberdeen FC,2579956
371,1,0,Ronny Deila,Celtic FC,2579962
105,10,2,Dirk Schuster,SV Darmstadt 98,2581153
39,13,0,Martin Schmidt,1.FSV Mainz 05,2581154
18,18,1,Lucien Favre,Borussia MÃ¶nchengladbach,2581175
82,3,3,Dieter Hecking,VfL Wolfsburg,2581185
190,2,3,Stale Solbakken,FC Copenhagen,2581204
206,4,2,Thomas Frank,BrÃ¶ndby IF,2581276
678,9,1,Morten Wieghorst,Aarhus GF,2581293
206,5,1,Auri Skarbalius,BrÃ¶ndby IF,2581321
206,4,0,Auri Skarbalius,BrÃ¶ndby IF,2581327
3426,10,0,Jonas Dal,Esbjerg fB,2581357
865,4,1,Jess Thorup,FC Midtjylland,2581364
206,4,1,Auri Skarbalius,BrÃ¶ndby IF,2581394
167,14,2,Markus Weinzierl,FC Augsburg,2581637
44,5,2,PÃ¡l DÃ¡rdai,Hertha BSC,2581647
27,1,5,Pep Guardiola,Bayern Munich,2581666
105,10,2,Dirk Schuster,SV Darmstadt 98,2581674
86,16,1,Viktor Skrypnyk,SV Werder Bremen,2581704
533,17,0,Huub Stevens,TSG 1899 Hoffenheim,2581720
82,5,1,Dieter Hecking,VfL Wolfsburg,2581755
27,1,2,Pep Guardiola,Bayern Munich,2581807
41,11,3,Bruno Labbadia,Hamburger SV,2581845
24,16,1,Armin Veh,Eintracht Frankfurt,2581909
3,9,0,Peter StÃ¶ger,1.FC KÃ¶ln,2581940
4795,9,1,Ralph HasenhÃ¼ttl,FC Ingolstadt 04,2581959
42,18,1,Daniel Stendel,Hannover 96,2581993
86,13,1,Viktor Skrypnyk,SV Werder Bremen,2582001
2700,13,0,Yuri Semin,Anzhi Makhachkala ( -2022),2582798
6996,13,1,Vyacheslav Groznyi,Goverla Uzhgorod (- 2016),2585998
68608,9,3,Ricardo SÃ¡ Pinto,CF Os Belenenses,2586581
1095,10,0,Jean-Marc Furlan,ESTAC Troyes,2586768
995,7,1,Michel Der Zakarian,FC Nantes,2586769
855,19,0,Jocelyn Gourvennec,EA Guingamp,2586780
995,4,1,Michel Der Zakarian,FC Nantes,2586789
1158,17,3,Sylvain Ripoll,FC Lorient,2586807
995,10,0,Michel Der Zakarian,FC Nantes,2586808
969,19,1,Rolland Courbis,Montpellier HSC,2586811
273,3,1,Philippe Montanier,Stade Rennais FC,2586899
1158,7,4,Sylvain Ripoll,FC Lorient,2586992
1421,14,1,Olivier GuÃ©gan,Stade Reims,2586999
969,14,3,Rolland Courbis,Montpellier HSC,2587004
499,5,1,Peter Bosz,Vitesse Arnhem,2588978
610,1,5,Frank de Boer,Ajax Amsterdam,2589001
1304,4,2,John Stegeman,Heracles Almelo,2589054
1268,11,2,Henk Fraser,ADO Den Haag,2589061
234,3,1,Giovanni van Bronckhorst,Feyenoord Rotterdam,2589070
1269,10,1,Ron Jans,PEC Zwolle,2589073
133,18,0,Marcel Keizer,SC Cambuur Leeuwarden,2589138
642,17,2,Jan Vreman,De Graafschap Doetinchem,2589144
317,13,2,RenÃ© Hake,Twente Enschede FC,2589175
524,18,0,Mutlu Topcu,Gaziantepspor (- 2020),2589247
589,2,3,Yusuf Simsek,Antalyaspor,2590399
126,8,2,Hikmet Karaman,Caykur Rizespor,2590623
6890,4,1,Abdullah Avci,Basaksehir FK,2593996
10484,6,2,Riza Calimbay,Kasimpasa,2594032
449,8,3,Sadi Tekelioglu,Trabzonspor,2594042
3205,13,1,Tolunay Kafkas,Kayserispor,2594053
3368,16,1,Lucas Alcaraz,Levante UD,2594474
1084,16,0,Javi Gracia,MÃ¡laga CF,2594494
1533,6,0,JosÃ© Luis Mendilibar,SD Eibar,2594504
897,6,2,VÃ­ctor SÃ¡nchez,Deportivo de La CoruÃ±a,2594548
1084,16,2,Javi Gracia,MÃ¡laga CF,2594557
714,12,1,Constantin Galca,RCD Espanyol Barcelona,2594627
1533,9,2,JosÃ© Luis Mendilibar,SD Eibar,2594634
131,1,4,Luis Enrique,FC Barcelona,2594656
940,5,0,Eduardo Berizzo,Celta de Vigo,2594659
472,15,4,Quique SetiÃ©n,UD Las Palmas,2594733
897,10,2,VÃ­ctor SÃ¡nchez,Deportivo de La CoruÃ±a,2594766
16795,17,0,JosÃ© GonzÃ¡lez,Granada CF,2594789
940,6,1,Eduardo Berizzo,Celta de Vigo,2594797
16795,17,5,JosÃ© GonzÃ¡lez,Granada CF,2594808
3368,20,2,Rubi,Levante UD,2594840
10690,3,0,Yuriy Vernydub,Zorya Lugansk,2597437
6994,12,0,Anatoliy Chantsev,Metalurg Zaporizhya (-2016),2598839
1082,18,1,FrÃ©dÃ©ric Antonetti,LOSC Lille,2600607
1158,9,0,Sylvain Ripoll,FC Lorient,2600609
1041,5,0,Hubert Fournier,Olympique Lyon,2600618
618,6,1,Christophe Galtier,AS Saint-Ã‰tienne,2600634
1158,8,0,Sylvain Ripoll,FC Lorient,2600638
2740,5,0,Vasyl Sachko,Vorskla Poltava,2601715
16247,7,1,Volodymyr Mazyar,PFK Stal Kamyanske (-2018),2601721
10690,3,1,Yuriy Vernydub,Zorya Lugansk,2602660
338,2,2,Sergiy Rebrov,Dynamo Kyiv,2602664
4482,12,9,Vitaliy Kvartsyanyi,Volyn Lutsk,2602706
6996,13,1,Vyacheslav Groznyi,Goverla Uzhgorod (- 2016),2603935
410,11,0,Stefano Colantuono,Udinese Calcio,2603993
430,8,1,Paulo Sousa,ACF Fiorentina,2603995
398,9,2,Stefano Pioli,SS Lazio,2604000
800,12,1,Edoardo Reja,Atalanta BC,2604004
6195,11,5,Maurizio Sarri,SSC Napoli,2604010
430,1,3,Paulo Sousa,ACF Fiorentina,2604037
800,8,3,Edoardo Reja,Atalanta BC,2604044
398,5,3,Stefano Pioli,SS Lazio,2604059
1038,14,2,Vincenzo Montella,UC Sampdoria,2604142
416,10,0,Gian Piero Ventura,Torino FC,2604143
458,16,1,Davide Ballardini,Palermo FC,2604151
8970,18,2,Roberto Stellone,Frosinone Calcio,2604253
252,10,4,Gian Piero Gasperini,Genoa CFC,2604275
458,18,0,Walter Novellino,Palermo FC,2604292
506,1,3,Massimiliano Allegri,Juventus FC,2604311
506,1,2,Massimiliano Allegri,Juventus FC,2604326
5,7,1,Cristian Brocchi,AC Milan,2604351
36,,0,VÃ­tor Pereira,Fenerbahce,2604355
20,9,4,Hamza Hamzaoglu,Bursaspor,2606541
2439,14,0,Dmitri Khokhlov,Kuban Krasnodar (-2018),2608172
982,12,1,Manuel Machado,CD Nacional,2609369
294,4,2,Rui VitÃ³ria,SL Benfica,2609401
2995,6,2,Jorge SimÃ£o,FC PaÃ§os de Ferreira,2609448
244,11,0,Michel,Olympique Marseille,2609665
417,4,2,Claude Puel,OGC Nice,2609676
1095,20,0,Claude Robin,ESTAC Troyes,2609692
1420,9,2,StÃ©phane Moulin,Angers SCO,2609730
995,7,0,Michel Der Zakarian,FC Nantes,2609743
1162,6,2,Patrice Garande,SM Caen,2609758
995,6,2,Michel Der Zakarian,FC Nantes,2609764
969,16,0,FrÃ©dÃ©ric Hantz,Montpellier HSC,2609794
995,9,1,Michel Der Zakarian,FC Nantes,2609825
583,1,4,Laurent Blanc,Paris Saint-Germain,2609846
449,10,1,Hami Mandirali,Trabzonspor,2611253
141,6,1,Jan Olde Riekerink,Galatasaray,2611255
10484,7,1,Riza Calimbay,Kasimpasa,2611259
6890,4,2,Abdullah Avci,Basaksehir FK,2611284
2503,17,4,Erwin SÃ¡nchez,Boavista FC,2613535
2503,16,1,Erwin SÃ¡nchez,Boavista FC,2613589
2420,9,4,SÃ©rgio ConceiÃ§Ã£o,VitÃ³ria GuimarÃ£es SC,2613693
1085,16,0,Quim Machado,VitÃ³ria SetÃºbal FC,2613696
12,,1,Rudi Garcia,AS Roma,2618544
660,,0,Mircea Lucescu,Shakhtar Donetsk,2618565
985,,2,Louis van Gaal,Manchester United,2618567
11,,2,ArsÃ¨ne Wenger,Arsenal FC,2618580
27,,5,Pep Guardiola,Bayern Munich,2618604
2698,,0,Valeriy Chalyi,Rubin Kazan,2618751
6195,,5,Maurizio Sarri,SSC Napoli,2618812
865,,1,Jess Thorup,FC Midtjylland,2618813
23611,,0,Roman Sanzhar,Olimpik Donetsk,2619438
2700,15,1,Yuri Semin,Anzhi Makhachkala ( -2022),2620456
28956,11,5,Thalis Theodoridis,AEL Kalloni,2626453
7185,16,1,Dimitrios Eleftheropoulos,Panthrakikos Komotini,2626461
128,12,0,Razvan Lucescu,AO Xanthi,2626463
12438,,0,Andrey Talalaev,Volga Nizhniy Novgorod (- 2016),2626910
6418,,1,Giannis Matzourakis,Panetolikos GFS,2627296
202,,2,Erwin van de Looi,FC Groningen,2627510
1304,,4,John Stegeman,Heracles Almelo,2627512
3725,6,2,Rashid Rakhimov,Akhmat Grozny,2629969
2696,9,0,Frank Vercauteren,Krylya Sovetov Samara,2629976
2441,5,0,Gustavo Poyet,AEK Athens,2631245
21957,8,0,Georgios Paraschos,AO Platanias,2631260
2441,2,3,Gustavo Poyet,AEK Athens,2631270
128,11,1,Razvan Lucescu,AO Xanthi,2631275
2448,,3,Abelardo,Sporting GijÃ³n,2633852
6414,10,1,Oleksandr Pryzetko,Metalist Kharkiv (- 2016),2634102
29228,11,2,Cedomir Janevski,Royal Excel Mouscron (-2022),2635111
3725,,2,Rashid Rakhimov,Akhmat Grozny,2635617
2439,,1,Sergey Tashuev,Kuban Krasnodar (-2018),2635619
167,,0,Markus Weinzierl,FC Augsburg,2636826
58,4,3,Besnik Hasi,RSC Anderlecht,2640902
2727,15,5,Emilio Ferrera,Oud-Heverlee Leuven,2640906
2759,5,3,Jim McIntyre,Ross County FC,2645540
43,3,3,Robbie Neilson,Heart of Midlothian FC,2645544
2578,4,3,Tommy Wright,St. Johnstone FC,2645551
36,,2,VÃ­tor Pereira,Fenerbahce,2646005
180,,1,Ronald Koeman,Southampton FC,2646163
1123,,0,Alex Neil,Norwich City,2646171
2553,11,0,Lee Clark,Kilmarnock FC,2646285
43,3,0,Robbie Neilson,Heart of Midlothian FC,2646308
80,,0,Gertjan Verbeek,VfL Bochum,2646705
265,,0,Andrea Stramaccioni,Panathinaikos Athens,2648078
169,6,1,Marinos Ouzounidis,Panionios Athens,2650356
2441,3,2,Gustavo Poyet,AEK Athens,2650358
2282,2,1,Michel Preud'homme,Club Brugge KV,2653907
2410,1,1,Leonid Slutski,CSKA Moscow,2654329
265,3,2,Andrea Stramaccioni,Panathinaikos Athens,2658011
2079,14,0,Dimitrios Eleftheropoulos,Veria NPS,2658026
2672,10,3,Dimitrios Farantos,APO Levadiakos,2658060
964,,1,AndrÃ© Villas-Boas,Zenit St. Petersburg,2663504
29,,2,Roberto MartÃ­nez,Everton FC,2666788
678,,2,Glen Riddersholm,Aarhus GF,2673431
232,7,2,Dmitriy Alenichev,Spartak Moscow,2674394
27,,1,Pep Guardiola,Bayern Munich,2675294
131,,2,Luis Enrique,FC Barcelona,2675295
660,,2,Mircea Lucescu,Shakhtar Donetsk,2679792
2700,16,0,Ruslan Agalarov,Anzhi Makhachkala ( -2022),2683483
3725,7,2,Rashid Rakhimov,Akhmat Grozny,2683494
28095,12,3,Sergey Tomarov,FK Ufa,2683507
11127,8,2,Vadim Skripchenko,Ural Yekaterinburg,2683509
27,,4,Pep Guardiola,Bayern Munich,2684201
371,1,1,Ronny Deila,Celtic FC,2684830
873,,1,Alan Pardew,Crystal Palace,2685107
1177,14,0,Peter SÃ¶rensen,Silkeborg IF,2697515
5724,2,2,Ã“lafur Helgi KristjÃ¡nsson,Randers FC,2697564
1177,12,5,Peter SÃ¶rensen,Silkeborg IF,2697595
865,3,1,Jess Thorup,FC Midtjylland,2697636
985,2,2,JosÃ© Mourinho,Manchester United,2697998
631,4,4,Antonio Conte,Chelsea FC,2698142
985,6,1,JosÃ© Mourinho,Manchester United,2698157
11,4,3,ArsÃ¨ne Wenger,Arsenal FC,2698159
631,1,3,Antonio Conte,Chelsea FC,2698197
631,1,1,Antonio Conte,Chelsea FC,2698200
379,12,3,Slaven Bilic,West Ham United,2698260
2288,19,1,Bob Bradley,Swansea City,2698268
873,19,0,Sam Allardyce,Crystal Palace,2698275
29,7,4,Ronald Koeman,Everton FC,2698302
985,6,1,JosÃ© Mourinho,Manchester United,2698317
31,3,3,JÃ¼rgen Klopp,Liverpool FC,2698321
631,1,1,Antonio Conte,Chelsea FC,2698411
11,5,3,ArsÃ¨ne Wenger,Arsenal FC,2698428
162,9,2,Leonardo Jardim,AS Monaco,2698556
1090,8,2,John van den Brom,AZ Alkmaar,2700632
202,17,1,Ernest Faber,FC Groningen,2700668
234,1,5,Giovanni van Bronckhorst,Feyenoord Rotterdam,2700688
1304,13,1,John Stegeman,Heracles Almelo,2700696
468,8,1,Alex Pastoor,Sparta Rotterdam,2700697
192,18,1,Giannis Anastasiou,Roda JC Kerkrade,2700710
403,13,0,Erwin van de Looi,Willem II Tilburg,2700759
403,12,1,Erwin van de Looi,Willem II Tilburg,2700809
317,8,0,RenÃ© Hake,Twente Enschede FC,2700812
192,14,1,Giannis Anastasiou,Roda JC Kerkrade,2700824
403,11,1,Erwin van de Looi,Willem II Tilburg,2700826
798,17,0,Mitchell van der Gaag,Excelsior Rotterdam,2700836
468,16,1,Alex Pastoor,Sparta Rotterdam,2700921
1269,13,2,Ron Jans,PEC Zwolle,2700922
1268,11,4,Alfons Groenendijk,ADO Den Haag,2700923
1420,17,0,StÃ©phane Moulin,Angers SCO,2701606
2969,15,4,Olivier Dall'Oglio,Dijon FCO,2701616
855,5,1,Antoine KombouarÃ©,EA Guingamp,2701629
618,9,1,Christophe Galtier,AS Saint-Ã‰tienne,2701671
995,14,1,RenÃ© Girard,FC Nantes,2702724
244,10,0,Rudi Garcia,Olympique Marseille,2702736
595,18,1,FranÃ§ois Ciccolini,SC Bastia,2702786
417,1,2,Lucien Favre,OGC Nice,2702813
33,17,0,Markus Weinzierl,FC Schalke 04,2704223
105,12,1,Norbert Meier,SV Darmstadt 98,2704228
44,2,2,PÃ¡l DÃ¡rdai,Hertha BSC,2704234
41,16,0,Bruno Labbadia,Hamburger SV,2704236
33,17,1,Markus Weinzierl,FC Schalke 04,2704242
86,18,1,Alexander Nouri,SV Werder Bremen,2704245
4795,17,3,Markus Kauczinski,FC Ingolstadt 04,2704283
39,9,2,Martin Schmidt,1.FSV Mainz 05,2704306
27,1,1,Carlo Ancelotti,Bayern Munich,2704313
23826,2,3,Ralph HasenhÃ¼ttl,RB Leipzig,2704321
86,14,2,Alexander Nouri,SV Werder Bremen,2704365
41,16,1,Markus Gisdol,Hamburger SV,2704430
4795,17,1,Maik Walpurgis,FC Ingolstadt 04,2704431
24,5,0,Niko Kovac,Eintracht Frankfurt,2704432
60,8,2,Christian Streich,SC Freiburg,2704486
60,8,2,Christian Streich,SC Freiburg,2704513
86,11,3,Alexander Nouri,SV Werder Bremen,2704611
533,3,5,Julian Nagelsmann,TSG 1899 Hoffenheim,2704648
33,10,1,Markus Weinzierl,FC Schalke 04,2704696
3,5,2,Peter StÃ¶ger,1.FC KÃ¶ln,2704708
3508,1,3,Francky Dury,SV Zulte Waregem,2705350
2282,4,1,Michel Preud'homme,Club Brugge KV,2705369
2999,10,1,Martin Canning,Hamilton Academical FC,2707839
2759,3,2,Jim McIntyre,Ross County FC,2707846
10690,3,3,Yuriy Vernydub,Zorya Lugansk,2712629
18303,8,0,Volodymyr Sharan,FK Oleksandriya,2716659
1159,12,1,Pablo Correa,AS Nancy-Lorraine,2716694
131,1,6,Luis Enrique,FC Barcelona,2718711
714,14,2,Quique SÃ¡nchez Flores,RCD Espanyol Barcelona,2718720
16795,18,1,Paco JÃ©mez,Granada CF,2718732
1084,14,2,Juande Ramos,MÃ¡laga CF,2718772
472,10,3,Quique SetiÃ©n,UD Las Palmas,2718798
714,13,0,Quique SÃ¡nchez Flores,RCD Espanyol Barcelona,2718810
16795,20,1,Lucas Alcaraz,Granada CF,2718816
1049,17,2,Cesare Prandelli,Valencia CF,2718846
131,3,5,Luis Enrique,FC Barcelona,2718882
331,19,1,Petar Vasiljevic,CA Osasuna,2718906
13,4,1,Diego Simeone,AtlÃ©tico de Madrid,2718946
940,10,3,Eduardo Berizzo,Celta de Vigo,2718988
897,16,0,Pepe Mel,Deportivo de La CoruÃ±a,2719006
1108,11,2,Mauricio Pellegrino,Deportivo AlavÃ©s,2719020
16795,19,0,Tony Adams,Granada CF,2719027
940,11,0,Eduardo Berizzo,Celta de Vigo,2719048
150,15,1,Alexis Trujillo,Real Betis BalompiÃ©,2719070
6890,7,1,Abdullah Avci,Basaksehir FK,2720729
3349,11,0,JosÃ© Mota,CD Feirense,2720763
68608,13,0,Quim Machado,CF Os Belenenses,2720812
979,15,3,Augusto InÃ¡cio,Moreirense FC,2720848
982,15,3,Manuel Machado,CD Nacional,2720864
68608,12,1,Quim Machado,CF Os Belenenses,2720943
979,16,0,Augusto InÃ¡cio,Moreirense FC,2720958
2420,5,3,Pedro Martins,VitÃ³ria GuimarÃ£es SC,2720980
7179,17,2,PÃªpa,CD Tondela,2721034
2944,6,1,Mustafa Resit Akcay,Ankaraspor,2722643
820,7,0,Ibrahim ÃœzÃ¼lmez,Genclerbirligi Ankara,2722648
10484,10,2,Kemal Ã–zdes,Kasimpasa,2722671
1506,7,2,Igor Tudor,Kardemir KarabÃ¼kspor,2722695
820,9,0,Ãœmit Ã–zat,Genclerbirligi Ankara,2722698
2944,7,2,Mustafa Resit Akcay,Ankaraspor,2722720
126,15,0,Hikmet Karaman,Caykur Rizespor,2722729
2293,8,0,Aykut Kocaman,Konyaspor,2722737
