away_club_id,away_club_position,away_club_goals,away_club_manager_name,away_club_name,game_id
19771,12,0,Roberto Carlos,Akhisarspor,2470279
6894,17,1,Fatih Tekke,Kayseri Erciyesspor,2470329
2381,14,1,Sergen Yalcin,Sivasspor,2470330
714,12,0,Sergio,RCD Espanyol Barcelona,2475231
3368,17,3,JosÃ© Luis Mendilibar,Levante UD,2475247
1533,10,1,Gaizka Garitano,SD Eibar,2475289
1049,4,1,Nuno EspÃ­rito Santo,Valencia CF,2475295
3709,12,2,Pablo Franco,Getafe CF,2475430
13,3,2,Diego Simeone,AtlÃ©tico de Madrid,2475461
1050,6,1,Marcelino,Villarreal CF,2475483
940,11,1,Eduardo Berizzo,Celta de Vigo,2475548
339,,0,Myron Markevych,Dnipro Dnipropetrovsk (-2020),2478441
458,13,1,Giuseppe Iachini,Palermo FC,2478601
398,12,0,Stefano Pioli,SS Lazio,2478611
506,2,1,Massimiliano Allegri,Juventus FC,2478612
1390,17,0,Zdenek Zeman,Cagliari Calcio,2478614
1429,16,1,Pierpaolo Bisoli,Cesena FC,2478654
1390,16,2,Zdenek Zeman,Cagliari Calcio,2478681
458,13,1,Giuseppe Iachini,Palermo FC,2478700
416,15,1,Gian Piero Ventura,Torino FC,2478712
276,13,2,Andrea Mandorlini,Hellas Verona,2478737
398,3,2,Stefano Pioli,SS Lazio,2478764
800,15,0,Stefano Colantuono,Atalanta BC,2478778
416,13,1,Gian Piero Ventura,Torino FC,2478786
252,7,1,Gian Piero Gasperini,Genoa CFC,2478801
1390,18,1,Gianfranco Zola,Cagliari Calcio,2478808
46,8,2,Roberto Mancini,Inter Milan,2478822
5,11,1,Filippo Inzaghi,AC Milan,2478853
800,17,1,Edoardo Reja,Atalanta BC,2478858
46,10,0,Roberto Mancini,Inter Milan,2478863
12,3,1,Rudi Garcia,AS Roma,2478905
416,8,2,Gian Piero Ventura,Torino FC,2478917
1390,18,1,Gianluca Festa,Cagliari Calcio,2478949
458,11,2,Giuseppe Iachini,Palermo FC,2478965
3336,,1,Fernando Valente,Desportivo Aves (- 2020),2479541
498,8,0,Peter Maes,KSC Lokeren (- 2020),2479880
6993,11,0,Mykola Pavlov,FK Mariupol,2480900
2759,12,0,Steven Ferguson,Ross County FC,2481034
2999,1,1,Alex Neil,Hamilton Academical FC,2481057
855,13,1,Jocelyn Gourvennec,EA Guingamp,2482117
417,4,0,Claude Puel,OGC Nice,2482118
995,5,2,Michel Der Zakarian,FC Nantes,2482207
40,5,1,Willy Sagnol,FC Girondins Bordeaux,2482239
618,6,0,Christophe Galtier,AS Saint-Ã‰tienne,2482243
14171,14,2,Pascal Dupraz,Thonon Ã‰vian Grand GenÃ¨ve FC,2482255
583,2,1,Laurent Blanc,Paris Saint-Germain,2482257
244,1,1,Marcelo Bielsa,Olympique Marseille,2482258
1082,12,1,RenÃ© Girard,LOSC Lille,2482268
583,2,0,Laurent Blanc,Paris Saint-Germain,2482276
855,11,1,Jocelyn Gourvennec,EA Guingamp,2482327
1082,11,2,RenÃ© Girard,LOSC Lille,2482337
595,14,0,Ghislain Printant,SC Bastia,2482365
273,10,1,Philippe Montanier,Stade Rennais FC,2482373
1082,8,1,RenÃ© Girard,LOSC Lille,2482377
347,20,1,Albert Cartier,FC Metz,2482420
14171,17,1,Pascal Dupraz,Thonon Ã‰vian Grand GenÃ¨ve FC,2482427
1421,14,2,Olivier GuÃ©gan,Stade Reims,2482431
1421,17,3,Olivier GuÃ©gan,Stade Reims,2482464
14171,18,2,Pascal Dupraz,Thonon Ã‰vian Grand GenÃ¨ve FC,2482476
1083,,0,Miodrag Bozovic,FK Rostov,2483437
449,,0,Vahid Halilhodzic,Trabzonspor,2483467
2425,,2,Pedro Martins,Rio Ave FC,2484338
58,1,2,Besnik Hasi,RSC Anderlecht,2486396
29,11,2,Roberto MartÃ­nez,Everton FC,2486505
984,14,1,Alan Irvine,West Bromwich Albion,2486531
762,18,2,Alan Pardew,Newcastle United,2486533
289,17,0,Gustavo Poyet,Sunderland AFC,2486545
405,16,0,Paul Lambert,Aston Villa,2486575
31,12,1,Brendan Rodgers,Liverpool FC,2486586
2288,8,1,Garry Monk,Swansea City,2486630
180,3,2,Ronald Koeman,Southampton FC,2486684
3008,18,0,Steve Bruce,Hull City,2486688
289,14,1,Gustavo Poyet,Sunderland AFC,2486706
873,12,0,Alan Pardew,Crystal Palace,2486810
631,1,0,JosÃ© Mourinho,Chelsea FC,2486837
232,3,2,Murat Yakin,Spartak Moscow,2487345
982,14,1,Manuel Machado,CD Nacional,2488221
3725,4,1,Rashid Rakhimov,Akhmat Grozny,2489336
6418,13,0,Makis Chavos,Panetolikos GFS,2489355
265,16,1,Giannis Anastasiou,Panathinaikos Athens,2489362
583,,1,Laurent Blanc,Paris Saint-Germain,2490853
68608,6,1,Lito Vidigal,CF Os Belenenses,2490888
46,,1,Walter Mazzarri,Inter Milan,2492360
6414,,0,Igor Rakhaev,Metalist Kharkiv (- 2016),2492457
7185,13,1,Apostolos Mantzios,Panthrakikos Komotini,2494375
2671,12,0,Giannis Petrakis,PAS Giannina,2494385
2079,7,1,JosÃ© Carlos Granero,Veria NPS,2494410
265,4,1,Giannis Anastasiou,Panathinaikos Athens,2494415
2672,11,2,Savvas Pantelidis,APO Levadiakos,2494418
6676,3,1,Staikos Vergetis,Asteras Tripolis,2494438
6418,5,0,Makis Chavos,Panetolikos GFS,2494479
265,3,1,Giannis Anastasiou,Panathinaikos Athens,2494481
7185,14,2,JosÃ© Manuel Roca,Panthrakikos Komotini,2494482
27,,7,Pep Guardiola,Bayern Munich,2495311
294,,0,Jorge Jesus,SL Benfica,2495322
141,,1,Cesare Prandelli,Galatasaray,2495332
58,,1,Besnik Hasi,RSC Anderlecht,2495365
865,1,2,Glen Riddersholm,FC Midtjylland,2495694
339,1,1,Myron Markevych,Dnipro Dnipropetrovsk (-2020),2497894
338,2,4,Sergiy Rebrov,Dynamo Kyiv,2497900
29228,10,0,Rachid Chihab,Royal Excel Mouscron (-2022),2503723
520,15,1,Arnar Vidarsson,Cercle Brugge,2503788
1519,3,3,Jackie McNamara,Dundee United FC,2505042
371,1,1,Ronny Deila,Celtic FC,2505095
370,2,3,Derek McInnes,Aberdeen FC,2505105
1083,15,0,Igor Gamula,FK Rostov,2506730
28956,,1,Giannis Matzourakis,AEL Kalloni,2507245
6414,,0,Igor Rakhaev,Metalist Kharkiv (- 2016),2508369
10690,,0,Yuriy Vernydub,Zorya Lugansk,2508370
10690,7,2,Yuriy Vernydub,Zorya Lugansk,2508543
4482,10,0,Vitaliy Kvartsyanyi,Volyn Lutsk,2510830
2861,9,0,FrÃ©dÃ©ric Vanderbiest,KV Oostende,2512781
2783,11,0,Volodymyr Pyatenko,Metalurg Donetsk (- 2015),2512952
4482,10,3,Vitaliy Kvartsyanyi,Volyn Lutsk,2514856
800,,1,Stefano Colantuono,Atalanta BC,2515985
6993,14,0,Mykola Pavlov,FK Mariupol,2517459
3368,,0,Lucas Alcaraz,Levante UD,2518523
5572,18,0,,Niki Volou,2518602
28956,12,0,Vangelis Vlachos,AEL Kalloni,2518620
499,,0,Peter Bosz,Vitesse Arnhem,2524026
8024,,1,Pedro Emanuel,FC Arouca,2524724
68608,,0,Lito Vidigal,CF Os Belenenses,2524758
2424,17,1,JosÃ© Mota,Gil Vicente FC,2526199
1084,,0,Javi Gracia,MÃ¡laga CF,2527973
265,,1,Giannis Anastasiou,Panathinaikos Athens,2527982
2672,,1,Savvas Pantelidis,APO Levadiakos,2527985
370,2,1,Derek McInnes,Aberdeen FC,2529639
29228,13,0,,Royal Excel Mouscron (-2022),2530793
968,11,3,Harm van Veldhoven,KVC Westerlo,2530797
798,,0,Marinus Dijkhuizen,Excelsior Rotterdam,2530956
855,,1,Jocelyn Gourvennec,EA Guingamp,2531139
12,,2,Rudi Garcia,AS Roma,2531148
5724,4,2,Colin Todd,Randers FC,2532529
121,,1,Stanislav Cherchesov,Dynamo Moscow,2538960
441,,1,Alekos Vosniadis,Apollon Smyrnis,2547044
338,,0,Sergiy Rebrov,Dynamo Kyiv,2547387
932,7,2,Miodrag Bozovic,Lokomotiv Moscow,2550036
16,,3,JÃ¼rgen Klopp,Borussia Dortmund,2551355
932,7,0,Miodrag Bozovic,Lokomotiv Moscow,2557032
4482,9,3,Vitaliy Kvartsyanyi,Volyn Lutsk,2558361
2740,4,1,Vasyl Sachko,Vorskla Poltava,2558366
3725,8,1,Rashid Rakhimov,Akhmat Grozny,2559098
2439,10,0,Leonid Kuchuk,Kuban Krasnodar (-2018),2559111
762,15,0,Steve McClaren,Newcastle United,2577883
1003,3,1,Claudio Ranieri,Leicester City,2577939
873,2,2,Alan Pardew,Crystal Palace,2577948
405,18,2,Tim Sherwood,Aston Villa,2577961
631,14,2,JosÃ© Mourinho,Chelsea FC,2577967
29,6,0,Roberto MartÃ­nez,Everton FC,2577973
29,11,1,Roberto MartÃ­nez,Everton FC,2578002
989,19,2,Eddie Howe,AFC Bournemouth,2578028
985,3,1,Louis van Gaal,Manchester United,2578031
1003,1,3,Claudio Ranieri,Leicester City,2578054
180,12,0,Ronald Koeman,Southampton FC,2578063
29,10,1,Roberto MartÃ­nez,Everton FC,2578069
289,19,1,Sam Allardyce,Sunderland AFC,2578070
405,20,1,RÃ©mi Garde,Aston Villa,2578079
984,13,2,Tony Pulis,West Bromwich Albion,2578084
1003,2,1,Claudio Ranieri,Leicester City,2578095
631,13,0,Guus Hiddink,Chelsea FC,2578131
379,4,2,Slaven Bilic,West Ham United,2578190
1010,14,0,Quique SÃ¡nchez Flores,Watford FC,2578197
1003,1,2,Claudio Ranieri,Leicester City,2578211
631,9,4,Guus Hiddink,Chelsea FC,2578234
762,18,0,Rafael BenÃ­tez,Newcastle United,2578261
1003,1,1,Claudio Ranieri,Leicester City,2578264
1123,19,0,Alex Neil,Norwich City,2578267
511,1,4,Paul Hartley,Dundee FC,2579881
1519,12,0,Jackie McNamara,Dundee United FC,2579898
370,1,3,Derek McInnes,Aberdeen FC,2579923
371,2,2,Ronny Deila,Celtic FC,2579934
2553,10,1,Gary Locke,Kilmarnock FC,2579935
511,7,1,Paul Hartley,Dundee FC,2579953
1519,12,0,Mixu Paatelainen,Dundee United FC,2579956
2553,9,0,Gary Locke,Kilmarnock FC,2579962
42,9,2,Michael Frontzeck,Hannover 96,2581153
4795,8,1,Ralph HasenhÃ¼ttl,FC Ingolstadt 04,2581154
39,8,2,Martin Schmidt,1.FSV Mainz 05,2581175
33,9,0,AndrÃ© Breitenreiter,FC Schalke 04,2581185
5724,11,0,Colin Todd,Randers FC,2581204
865,2,1,Jess Thorup,FC Midtjylland,2581276
206,4,1,Thomas Frank,BrÃ¶ndby IF,2581293
5724,7,0,Colin Todd,Randers FC,2581321
3426,11,0,Jonas Dal,Esbjerg fB,2581327
173,6,2,Kent Nielsen,Odense Boldklub,2581357
678,10,1,Glen Riddersholm,Aarhus GF,2581364
5817,2,2,Jakob Michelsen,SÃ¶nderjyskE,2581394
42,16,0,Michael Frontzeck,Hannover 96,2581637
3,7,0,Peter StÃ¶ger,1.FC KÃ¶ln,2581647
16,2,1,Thomas Tuchel,Borussia Dortmund,2581666
39,8,3,Martin Schmidt,1.FSV Mainz 05,2581674
16,2,3,Thomas Tuchel,Borussia Dortmund,2581704
24,12,0,Armin Veh,Eintracht Frankfurt,2581720
16,2,2,Thomas Tuchel,Borussia Dortmund,2581755
533,17,0,Huub Stevens,TSG 1899 Hoffenheim,2581807
18,7,2,AndrÃ© Schubert,Borussia MÃ¶nchengladbach,2581845
4795,9,1,Ralph HasenhÃ¼ttl,FC Ingolstadt 04,2581909
27,1,1,Pep Guardiola,Bayern Munich,2581940
18,5,0,AndrÃ© Schubert,Borussia MÃ¶nchengladbach,2581959
533,14,0,Julian Nagelsmann,TSG 1899 Hoffenheim,2581993
24,16,0,Niko Kovac,Eintracht Frankfurt,2582001
2696,5,1,Frank Vercauteren,Krylya Sovetov Samara,2582798
339,7,1,Myron Markevych,Dnipro Dnipropetrovsk (-2020),2585998
2425,8,3,Pedro Martins,Rio Ave FC,2586581
3558,12,0,Thierry Laurey,GFC Ajaccio,2586768
855,18,0,Jocelyn Gourvennec,EA Guingamp,2586769
1041,8,1,Hubert Fournier,Olympique Lyon,2586780
1421,7,0,Olivier GuÃ©gan,Stade Reims,2586789
1420,7,1,StÃ©phane Moulin,Angers SCO,2586807
273,2,2,Philippe Montanier,Stade Rennais FC,2586808
618,4,2,Christophe Galtier,AS Saint-Ã‰tienne,2586811
1095,19,1,Jean-Marc Furlan,ESTAC Troyes,2586899
1095,20,1,Jean-Marc Furlan,ESTAC Troyes,2586992
3558,18,2,Thierry Laurey,GFC Ajaccio,2586999
1421,15,1,Olivier GuÃ©gan,Stade Reims,2587004
610,1,3,Frank de Boer,Ajax Amsterdam,2588978
133,16,1,Henk de Jong,SC Cambuur Leeuwarden,2589001
642,18,1,Jan Vreman,De Graafschap Doetinchem,2589054
133,17,1,Henk de Jong,SC Cambuur Leeuwarden,2589061
306,11,2,Foppe de Haan,SC Heerenveen,2589070
202,9,3,Erwin van de Looi,FC Groningen,2589073
192,14,1,Darije Kalezic,Roda JC Kerkrade,2589138
133,18,2,Marcel Keizer,SC Cambuur Leeuwarden,2589144
798,16,0,Alfons Groenendijk,Excelsior Rotterdam,2589175
10484,2,3,Riza Calimbay,Kasimpasa,2589247
820,17,1,Stuart Baxter,Genclerbirligi Ankara,2590399
20,12,3,Ertugrul Saglam,Bursaspor,2590623
449,12,0,Shota Arveladze,Trabzonspor,2593996
2293,7,1,Aykut Kocaman,Konyaspor,2594032
589,11,0,Mehmet Ugurlu,Antalyaspor,2594042
141,3,1,Mustafa Denizli,Galatasaray,2594053
940,2,2,Eduardo Berizzo,Celta de Vigo,2594474
1533,5,0,JosÃ© Luis Mendilibar,SD Eibar,2594494
13,5,2,Diego Simeone,AtlÃ©tico de Madrid,2594504
621,14,2,Ernesto Valverde,Athletic Bilbao,2594548
897,6,0,VÃ­ctor SÃ¡nchez,Deportivo de La CoruÃ±a,2594557
472,19,0,Quique SetiÃ©n,UD Las Palmas,2594627
2448,17,0,Abelardo,Sporting GijÃ³n,2594634
16795,17,0,JosÃ© RamÃ³n Sandoval,Granada CF,2594656
13,2,2,Diego Simeone,AtlÃ©tico de Madrid,2594659
3709,16,0,Fran EscribÃ¡,Getafe CF,2594733
3368,20,1,Rubi,Levante UD,2594766
1084,8,0,Javi Gracia,MÃ¡laga CF,2594789
150,14,1,Juan Merino,Real Betis BalompiÃ©,2594797
3368,20,1,Rubi,Levante UD,2594808
13,3,1,Diego Simeone,AtlÃ©tico de Madrid,2594840
338,1,0,Sergiy Rebrov,Dynamo Kyiv,2597437
23611,10,3,Roman Sanzhar,Olimpik Donetsk,2598839
618,7,0,Christophe Galtier,AS Saint-Ã‰tienne,2600607
417,5,0,Claude Puel,OGC Nice,2600609
1420,2,2,StÃ©phane Moulin,Angers SCO,2600618
1420,3,0,StÃ©phane Moulin,Angers SCO,2600634
995,13,0,Michel Der Zakarian,FC Nantes,2600638
10690,3,2,Yuriy Vernydub,Zorya Lugansk,2601715
23611,9,0,Roman Sanzhar,Olimpik Donetsk,2601721
660,1,7,Mircea Lucescu,Shakhtar Donetsk,2602660
6414,10,0,Oleksandr Sevidov,Metalist Kharkiv (- 2016),2602664
6994,13,1,Anatoliy Chantsev,Metalurg Zaporizhya (-2016),2602706
6414,10,0,Oleksandr Sevidov,Metalist Kharkiv (- 2016),2603935
458,5,1,Giuseppe Iachini,Palermo FC,2603993
252,11,0,Gian Piero Gasperini,Genoa CFC,2603995
410,13,0,Stefano Colantuono,Udinese Calcio,2604000
276,15,1,Andrea Mandorlini,Hellas Verona,2604004
398,10,0,Stefano Pioli,SS Lazio,2604010
800,10,0,Edoardo Reja,Atalanta BC,2604037
4102,19,0,Giuseppe Sannino,AC Carpi,2604044
416,8,0,Gian Piero Ventura,Torino FC,2604059
458,16,0,Davide Ballardini,Palermo FC,2604142
410,13,1,Stefano Colantuono,Udinese Calcio,2604143
430,2,3,Paulo Sousa,ACF Fiorentina,2604151
410,16,0,Stefano Colantuono,Udinese Calcio,2604253
8970,19,0,Roberto Stellone,Frosinone Calcio,2604275
398,8,3,Simone Inzaghi,SS Lazio,2604292
398,9,0,Simone Inzaghi,SS Lazio,2604311
4102,17,0,Fabrizio Castori,AC Carpi,2604326
12,3,3,Luciano Spalletti,AS Roma,2604351
660,,0,Mircea Lucescu,Shakhtar Donetsk,2604355
10484,8,1,Riza Calimbay,Kasimpasa,2606541
2698,15,1,Rinat Bilyaletdinov,Rubin Kazan,2608172
1085,11,1,Quim Machado,VitÃ³ria SetÃºbal FC,2609369
2503,14,0,Petit,Boavista FC,2609401
68608,13,2,Julio VelÃ¡zquez,CF Os Belenenses,2609448
855,19,0,Jocelyn Gourvennec,EA Guingamp,2609665
1420,3,1,StÃ©phane Moulin,Angers SCO,2609676
995,9,1,Michel Der Zakarian,FC Nantes,2609692
969,15,3,FrÃ©dÃ©ric Hantz,Montpellier HSC,2609730
162,2,0,Leonardo Jardim,AS Monaco,2609743
162,2,2,Leonardo Jardim,AS Monaco,2609758
1420,12,0,StÃ©phane Moulin,Angers SCO,2609764
1041,2,2,Bruno GÃ©nÃ©sio,Olympique Lyon,2609794
417,5,0,Claude Puel,OGC Nice,2609825
995,14,0,Michel Der Zakarian,FC Nantes,2609846
6890,4,1,Abdullah Avci,Basaksehir FK,2611253
126,14,1,Hikmet Karaman,Caykur Rizespor,2611255
3205,15,2,Hakan Kutlu,Kayserispor,2611259
36,2,1,VÃ­tor Pereira,Fenerbahce,2611284
1085,9,0,Quim Machado,VitÃ³ria SetÃºbal FC,2613535
2425,5,2,Pedro Martins,Rio Ave FC,2613589
979,14,1,Miguel Leal,Moreirense FC,2613693
2995,7,0,Jorge SimÃ£o,FC PaÃ§os de Ferreira,2613696
131,,1,Luis Enrique,FC Barcelona,2618544
583,,3,Laurent Blanc,Paris Saint-Germain,2618565
82,,1,Dieter Hecking,VfL Wolfsburg,2618567
27,,0,Pep Guardiola,Bayern Munich,2618580
11,,1,ArsÃ¨ne Wenger,Arsenal FC,2618604
40,,0,Willy Sagnol,FC Girondins Bordeaux,2618751
865,,0,Jess Thorup,FC Midtjylland,2618812
2282,,1,Michel Preud'homme,Club Brugge KV,2618813
339,,2,Myron Markevych,Dnipro Dnipropetrovsk (-2020),2619438
28095,16,1,Igor Kolyvanov,FK Ufa,2620456
6418,6,1,Leonel Pontes,Panetolikos GFS,2626453
2672,5,3,Apostolos Mantzios,APO Levadiakos,2626461
265,2,1,Giannis Anastasiou,Panathinaikos Athens,2626463
232,,7,Dmitriy Alenichev,Spartak Moscow,2626910
169,,2,Marinos Ouzounidis,Panionios Athens,2627296
317,,1,RenÃ© Hake,Twente Enschede FC,2627510
499,,1,Peter Bosz,Vitesse Arnhem,2627512
2698,15,1,Valeriy Chalyi,Rubin Kazan,2629969
3725,6,2,Rashid Rakhimov,Akhmat Grozny,2629976
6676,4,1,Staikos Vergetis,Asteras Tripolis,2631245
2079,10,0,Georgios Georgiadis,Veria NPS,2631260
28956,15,0,Thalis Theodoridis,AEL Kalloni,2631270
2079,12,1,Georgios Georgiadis,Veria NPS,2631275
150,,3,Pepe Mel,Real Betis BalompiÃ©,2633852
338,1,4,Sergiy Rebrov,Dynamo Kyiv,2634102
968,16,2,Harm van Veldhoven,KVC Westerlo,2635111
3719,,1,Vadim Khafizov,FK Khimki,2635617
232,,0,Dmitriy Alenichev,Spartak Moscow,2635619
16,,2,Thomas Tuchel,Borussia Dortmund,2636826
2727,15,2,Emilio Ferrera,Oud-Heverlee Leuven,2640902
968,16,1,Bob Peeters,KVC Westerlo,2640906
2553,11,2,Gary Locke,Kilmarnock FC,2645540
1519,12,2,Mixu Paatelainen,Dundee United FC,2645544
370,2,4,Derek McInnes,Aberdeen FC,2645551
932,,0,Igor Cherevchenko,Lokomotiv Moscow,2646005
873,,2,Alan Pardew,Crystal Palace,2646163
281,,3,Manuel Pellegrini,Manchester City,2646171
511,6,0,Paul Hartley,Dundee FC,2646285
2578,4,3,Tommy Wright,St. Johnstone FC,2646308
27,,3,Pep Guardiola,Bayern Munich,2646705
2671,,1,Giannis Petrakis,PAS Giannina,2648078
683,1,3,Marco Silva,Olympiacos Piraeus,2650356
128,13,1,Razvan Lucescu,AO Xanthi,2650358
157,1,0,Hein Vanhaezebrouck,KAA Gent,2653907
232,7,0,Dmitriy Alenichev,Spartak Moscow,2654329
3060,14,0,Traianos Dellas,Atromitos Athens,2658011
21957,6,1,Georgios Paraschos,AO Platanias,2658026
2441,3,0,Gustavo Poyet,AEK Athens,2658060
2439,,0,Sergey Tashuev,Kuban Krasnodar (-2018),2663504
631,,0,Guus Hiddink,Chelsea FC,2666788
1053,,2,Lars SÃ¶ndergaard,Aalborg BK,2673431
2439,13,2,Sergey Tashuev,Kuban Krasnodar (-2018),2674394
294,,0,Rui VitÃ³ria,SL Benfica,2675294
13,,1,Diego Simeone,AtlÃ©tico de Madrid,2675295
18303,,0,Volodymyr Sharan,FK Oleksandriya,2679792
964,3,1,AndrÃ© Villas-Boas,Zenit St. Petersburg,2683483
4128,11,0,Gadzhi Gadzhiev,Amkar Perm,2683494
232,6,1,Dmitriy Alenichev,Spartak Moscow,2683507
2439,13,0,Igor Osinjkin,Kuban Krasnodar (-2018),2683509
16,,3,Thomas Tuchel,Borussia Dortmund,2684201
2759,7,1,Jim McIntyre,Ross County FC,2684830
985,,2,Louis van Gaal,Manchester United,2685107
369,5,4,David Nielsen,Lyngby BK,2697515
190,1,2,Stale Solbakken,FC Copenhagen,2697564
1053,5,3,Lars SÃ¶ndergaard,Aalborg BK,2697595
173,12,0,Kent Nielsen,Odense Boldklub,2697636
180,16,0,Claude Puel,Southampton FC,2697998
985,7,0,JosÃ© Mourinho,Manchester United,2698142
11,4,1,ArsÃ¨ne Wenger,Arsenal FC,2698157
989,12,1,Eddie Howe,AFC Bournemouth,2698159
989,12,0,Eddie Howe,AFC Bournemouth,2698197
984,8,0,Tony Pulis,West Bromwich Albion,2698200
873,17,0,Sam Allardyce,Crystal Palace,2698260
379,11,4,Slaven Bilic,West Ham United,2698268
289,20,4,David Moyes,Sunderland AFC,2698275
281,5,0,Pep Guardiola,Manchester City,2698302
29,7,1,Ronald Koeman,Everton FC,2698317
29,7,1,Ronald Koeman,Everton FC,2698321
873,16,2,Sam Allardyce,Crystal Palace,2698411
29,7,1,Ronald Koeman,Everton FC,2698428
855,10,2,Antoine KombouarÃ©,EA Guingamp,2698556
306,7,2,Jurgen Streppel,SC Heerenveen,2700632
468,9,1,Alex Pastoor,Sparta Rotterdam,2700668
192,17,0,Giannis Anastasiou,Roda JC Kerkrade,2700688
317,7,1,RenÃ© Hake,Twente Enschede FC,2700696
1090,5,1,John van den Brom,AZ Alkmaar,2700697
1268,10,1,Zeljko Petrovic,ADO Den Haag,2700710
317,6,0,RenÃ© Hake,Twente Enschede FC,2700759
1304,11,3,John Stegeman,Heracles Almelo,2700809
234,1,2,Giovanni van Bronckhorst,Feyenoord Rotterdam,2700812
1435,16,0,Hans de Koning,Go Ahead Eagles,2700824
1090,5,1,John van den Brom,AZ Alkmaar,2700826
403,9,2,Erwin van de Looi,Willem II Tilburg,2700836
317,7,0,RenÃ© Hake,Twente Enschede FC,2700921
306,8,1,Jurgen Streppel,SC Heerenveen,2700922
798,12,1,Mitchell van der Gaag,Excelsior Rotterdam,2700923
417,3,1,Lucien Favre,OGC Nice,2701606
1041,1,2,Bruno GÃ©nÃ©sio,Olympique Lyon,2701616
969,13,1,FrÃ©dÃ©ric Hantz,Montpellier HSC,2701629
2969,17,1,Olivier Dall'Oglio,Dijon FCO,2701671
273,6,2,Christian Gourcuff,Stade Rennais FC,2702724
40,9,0,Jocelyn Gourvennec,FC Girondins Bordeaux,2702736
40,5,1,Jocelyn Gourvennec,FC Girondins Bordeaux,2702786
2969,19,1,Olivier Dall'Oglio,Dijon FCO,2702813
27,1,2,Carlo Ancelotti,Bayern Munich,2704223
24,9,0,Niko Kovac,Eintracht Frankfurt,2704228
33,17,0,Markus Weinzierl,FC Schalke 04,2704234
23826,3,4,Ralph HasenhÃ¼ttl,RB Leipzig,2704236
3,2,3,Peter StÃ¶ger,1.FC KÃ¶ln,2704242
39,7,2,Martin Schmidt,1.FSV Mainz 05,2704245
16,6,3,Thomas Tuchel,Borussia Dortmund,2704283
4795,17,0,Markus Kauczinski,FC Ingolstadt 04,2704306
533,3,1,Julian Nagelsmann,TSG 1899 Hoffenheim,2704313
39,10,1,Martin Schmidt,1.FSV Mainz 05,2704321
4795,18,1,Maik Walpurgis,FC Ingolstadt 04,2704365
167,13,0,Dirk Schuster,FC Augsburg,2704430
23826,2,0,Ralph HasenhÃ¼ttl,RB Leipzig,2704431
533,4,0,Julian Nagelsmann,TSG 1899 Hoffenheim,2704432
44,6,1,PÃ¡l DÃ¡rdai,Hertha BSC,2704486
3,7,1,Peter StÃ¶ger,1.FC KÃ¶ln,2704513
33,12,0,Markus Weinzierl,FC Schalke 04,2704611
18,9,3,Dieter Hecking,Borussia MÃ¶nchengladbach,2704648
41,16,1,Markus Gisdol,Hamburger SV,2704696
39,15,0,Martin Schmidt,1.FSV Mainz 05,2704708
1245,16,0,Jordi Condom,KAS Eupen,2705350
498,11,0,Georges Leekens,KSC Lokeren (- 2020),2705369
2553,7,2,Lee Clark,Kilmarnock FC,2707839
2553,10,0,Lee Clark,Kilmarnock FC,2707846
23611,8,0,Roman Sanzhar,Olimpik Donetsk,2712629
10690,3,1,Yuriy Vernydub,Zorya Lugansk,2716659
595,19,0,FranÃ§ois Ciccolini,SC Bastia,2716694
150,20,2,Gustavo Poyet,Real Betis BalompiÃ©,2718711
1084,10,2,Juande Ramos,MÃ¡laga CF,2718720
1533,6,2,JosÃ© Luis Mendilibar,SD Eibar,2718732
621,6,1,Ernesto Valverde,Athletic Bilbao,2718772
940,9,3,Eduardo Berizzo,Celta de Vigo,2718798
621,7,0,Ernesto Valverde,Athletic Bilbao,2718810
897,16,1,Gaizka Garitano,Deportivo de La CoruÃ±a,2718816
1084,11,2,Juande Ramos,MÃ¡laga CF,2718846
472,10,0,Quique SetiÃ©n,UD Las Palmas,2718882
1084,15,1,Marcelo Romero,MÃ¡laga CF,2718906
131,2,2,Luis Enrique,FC Barcelona,2718946
472,12,1,Quique SetiÃ©n,UD Las Palmas,2718988
16795,19,0,Lucas Alcaraz,Granada CF,2719006
1050,5,1,Fran EscribÃ¡,Villarreal CF,2719020
940,10,3,Eduardo Berizzo,Celta de Vigo,2719027
621,6,3,Ernesto Valverde,Athletic Bilbao,2719048
13,3,1,Diego Simeone,AtlÃ©tico de Madrid,2719070
36,13,0,Dick Advocaat,Fenerbahce,2720729
979,3,3,PÃªpa,Moreirense FC,2720763
294,1,2,Rui VitÃ³ria,SL Benfica,2720812
982,18,1,Manuel Machado,CD Nacional,2720848
7179,18,2,Petit,CD Tondela,2720864
2420,5,1,Pedro Martins,VitÃ³ria GuimarÃ£es SC,2720943
2503,10,0,Miguel Leal,Boavista FC,2720958
2425,7,0,LuÃ­s Castro,Rio Ave FC,2720980
1085,11,1,JosÃ© Couceiro,VitÃ³ria SetÃºbal FC,2721034
36,9,1,Dick Advocaat,Fenerbahce,2722643
141,3,1,Jan Olde Riekerink,Galatasaray,2722648
11282,16,1,HÃ¼seyin Kalpar,Alanyaspor,2722671
524,15,0,Ismail Kartal,Gaziantepspor (- 2020),2722695
449,14,0,Ersun Yanal,Trabzonspor,2722698
141,3,2,Jan Olde Riekerink,Galatasaray,2722720
2944,6,1,Mustafa Resit Akcay,Ankaraspor,2722729
141,3,1,Jan Olde Riekerink,Galatasaray,2722737
