away_club_id,away_club_position,away_club_goals,away_club_manager_name,away_club_name,game_id
331,18,0,Jagoba Arrasate,CA Osasuna,3451115
1533,17,1,JosÃ© Luis Mendilibar,SD Eibar,3451134
16795,9,2,Diego MartÃ­nez,Granada CF,3451160
621,11,1,Marcelino,Athletic Bilbao,3451180
5358,17,0,Pacheta,SD Huesca,3451404
1050,7,5,Unai Emery,Villarreal CF,3451429
331,12,2,Jagoba Arrasate,CA Osasuna,3451444
1533,20,1,JosÃ© Luis Mendilibar,SD Eibar,3451471
206,3,1,Niels Frederiksen,BrÃ¶ndby IF,3457439
173,6,0,Jakob Michelsen,Odense Boldklub,3457497
2441,4,0,Massimo Carrera,AEK Athens,3460362
13,,1,Diego Simeone,AtlÃ©tico de Madrid,3461749
583,,1,Thomas Tuchel,Paris Saint-Germain,3461764
281,,1,Pep Guardiola,Manchester City,3461769
964,,0,Sergey Semak,Zenit St. Petersburg,3461787
3609,15,2,Aleksandr Khatskevich,Rotor Volgograd,3464269
16704,10,0,Murad Musaev,FK Krasnodar,3464275
964,2,2,Sergey Semak,Zenit St. Petersburg,3464279
41231,6,1,Vladimir Fedotov,FC Sochi,3464293
3609,16,0,Aleksandr Khatskevich,Rotor Volgograd,3464298
6418,13,0,Makis Chavos,Panetolikos GFS,3469012
2441,3,1,Massimo Carrera,AEK Athens,3474575
265,7,2,LÃ¡szlÃ³ BÃ¶lÃ¶ni,Panathinaikos Athens,3474588
86,,3,Florian Kohfeldt,SV Werder Bremen,3485244
605,2,3,Apostolos Mantzios,Aris Thessaloniki,3487173
1390,,1,Eusebio Di Francesco,Cagliari Calcio,3490469
932,8,2,Marko Nikolic,Lokomotiv Moscow,3490913
16795,,1,Diego MartÃ­nez,Granada CF,3496495
3060,,2,Damir Canadi,Atromitos Athens,3503137
2671,11,0,Argirios Giannikis,PAS Giannina,3503254
3999,13,0,Michalis Grigoriou,PAS Lamia 1964,3503257
653,8,0,Georgios Simos,OFI Crete FC,3503262
605,,2,Apostolos Mantzios,Aris Thessaloniki,3508191
11127,12,1,Yuri Matveev,Ural Yekaterinburg,3522863
2698,4,1,Leonid Slutski,Rubin Kazan,3522890
3609,15,0,Yuri Baturenko,Rotor Volgograd,3522891
3719,8,1,Igor Cherevchenko,FK Khimki,3522908
281,,2,Pep Guardiola,Manchester City,3538213
2578,,5,Callum Davidson,St. Johnstone FC,3553943
903,,0,Jack Ross,Hibernian FC,3565547
865,5,1,Bo Henriksen,FC Midtjylland,3580175
1177,9,0,Kent Nielsen,Silkeborg IF,3580178
443,12,0,Peter SÃ¶rensen,Vejle Boldklub,3580232
1053,3,0,MartÃ­ Cifuentes,Aalborg BK,3580236
190,2,1,Jess Thorup,FC Copenhagen,3580240
5724,5,0,Thomas Thomasberg,Randers FC,3580281
5724,5,1,Thomas Thomasberg,Randers FC,3580339
762,18,0,Steve Bruce,Newcastle United,3583520
1123,20,0,Daniel Farke,Norwich City,3583525
16,7,1,Marco Rose,Borussia Dortmund,3588152
27,1,3,Julian Nagelsmann,Bayern Munich,3588219
89,8,2,Urs Fischer,1.FC Union Berlin,3588289
80,10,3,Thomas Reis,VfL Bochum,3588344
533,4,2,Sebastian HoeneÃŸ,TSG 1899 Hoffenheim,3588350
16,2,1,Marco Rose,Borussia Dortmund,3588353
89,6,0,Urs Fischer,1.FC Union Berlin,3588354
24,7,3,Oliver Glasner,Eintracht Frankfurt,3588377
18,12,2,Adi HÃ¼tter,Borussia MÃ¶nchengladbach,3588400
60,5,0,Christian Streich,SC Freiburg,3588462
24,8,0,Oliver Glasner,Eintracht Frankfurt,3588545
39,10,1,Bo Svensson,1.FSV Mainz 05,3588566
89,7,4,Urs Fischer,1.FC Union Berlin,3588585
40,17,2,Vladimir Petkovic,FC Girondins Bordeaux,3588919
583,1,2,Mauricio Pochettino,Paris Saint-Germain,3588933
583,1,0,Mauricio Pochettino,Paris Saint-Germain,3589115
969,13,1,Olivier Dall'Oglio,Montpellier HSC,3589131
347,20,0,FrÃ©dÃ©ric Antonetti,FC Metz,3589170
995,10,1,Antoine KombouarÃ©,FC Nantes,3589224
826,10,1,Franck Haise,RC Lens,3589309
1095,15,1,Bruno Irles,ESTAC Troyes,3589329
3524,17,0,Pascal Gastien,Clermont Foot 63,3589333
826,7,2,Franck Haise,RC Lens,3589524
826,7,3,Franck Haise,RC Lens,3589590
1041,8,2,Peter Bosz,Olympique Lyon,3589600
1123,20,2,Daniel Farke,Norwich City,3591952
281,2,2,Pep Guardiola,Manchester City,3591958
11,6,2,Mikel Arteta,Arsenal FC,3591973
29,10,1,Rafael BenÃ­tez,Everton FC,3591980
281,3,2,Pep Guardiola,Manchester City,3592006
31,2,5,JÃ¼rgen Klopp,Liverpool FC,3592020
543,13,2,Bruno Lage,Wolverhampton Wanderers,3592030
985,8,1,Ole Gunnar Solskjaer,Manchester United,3592039
1003,11,1,Brendan Rodgers,Leicester City,3592061
281,1,3,Pep Guardiola,Manchester City,3592068
29,14,0,Rafael BenÃ­tez,Everton FC,3592092
762,15,1,Eddie Howe,Newcastle United,3592109
405,10,1,Steven Gerrard,Aston Villa,3592125
762,18,1,Eddie Howe,Newcastle United,3592126
399,16,3,Marcelo Bielsa,Leeds United,3592156
1148,11,3,Thomas Frank,Brentford FC,3592172
399,17,0,Marcelo Bielsa,Leeds United,3592191
631,3,0,Thomas Tuchel,Chelsea FC,3592197
1010,19,1,Roy Hodgson,Watford FC,3592205
11,5,0,Mikel Arteta,Arsenal FC,3592216
379,7,0,David Moyes,West Ham United,3592221
543,8,0,Bruno Lage,Wolverhampton Wanderers,3592226
405,15,0,Steven Gerrard,Aston Villa,3592246
29,18,1,Frank Lampard,Everton FC,3592262
31,2,2,JÃ¼rgen Klopp,Liverpool FC,3592284
306,5,1,Johnny Jansen,SC Heerenveen,3597812
681,11,3,David Moyes,Real Sociedad,2594517
368,5,1,Unai Emery,Sevilla FC,2594721
418,3,2,ZinÃ©dine Zidane,Real Madrid,2594754
862,9,0,Rolando Maran,Chievo Verona,2604334
3216,17,1,Ãœmit Ã–zat,Mersin Talimyurdu SK,2606512
1465,14,0,Fabiano Soares,GD Estoril Praia,2609453
720,3,0,Rui Barros,FC Porto,2613536
2990,18,1,Filipe Gouveia,AcadÃ©mica Coimbra,2613676
601,9,1,Johan Walem,KV Kortrijk,2617085
368,,1,Unai Emery,Sevilla FC,2618593
6992,12,0,Oleksandr Babych,Chornomorets Odessa,2626797
47,,1,Nikolaos Papadopoulos,Iraklis Thessaloniki,2627294
6992,11,1,Oleksandr Babych,Chornomorets Odessa,2634105
3057,10,3,Yannick Ferrera,Standard LiÃ¨ge,2640896
28643,14,1,Stijn Vreven,SK Beveren,2640914
1039,,0,Jimmy Floyd Hasselbaink,Queens Park Rangers,2646165
148,,0,Mauricio Pochettino,Tottenham Hotspur,2668341
11126,16,0,Marat Mustafin,Mordovia Saransk (-2020),2683511
2414,10,1,Bo Henriksen,AC Horsens,2697692
200,15,1,Erik ten Hag,FC Utrecht,2700653
200,8,1,Erik ten Hag,FC Utrecht,2700711
415,4,0,Pascal Dupraz,FC Toulouse,2702722
415,8,0,Pascal Dupraz,FC Toulouse,2702793
15,12,0,Tayfun Korkut,Bayer 04 Leverkusen,2704631
601,13,1,Karim Belhocine,KV Kortrijk,2705361
681,5,2,Eusebio,Real Sociedad,2718866
681,5,2,Eusebio,Real Sociedad,2718919
681,7,3,Eusebio,Real Sociedad,2719045
681,6,2,Eusebio,Real Sociedad,2719087
1075,7,1,JosÃ© Peseiro,SC Braga,2720750
336,2,1,Jorge Jesus,Sporting CP,2720789
336,2,1,Jorge Jesus,Sporting CP,2720842
1075,5,1,Jorge SimÃ£o,SC Braga,2721014
114,1,4,Senol GÃ¼nes,Besiktas JK,2722752
114,1,1,Senol GÃ¼nes,Besiktas JK,2722852
114,1,2,Senol GÃ¼nes,Besiktas JK,2722869
6574,16,3,Eusebio Di Francesco,US Sassuolo,2726645
749,17,0,Giovanni Martusciello,FC Empoli,2726706
6574,12,2,Eusebio Di Francesco,US Sassuolo,2726721
2760,6,0,Alan Archibald,Partick Thistle FC,2728663
475,14,0,Ivan Leko,Sint-Truidense VV,2732184
475,14,1,Ivan Leko,Sint-Truidense VV,2732261
1091,11,1,Vladimir Ivic,PAOK Thessaloniki,2733822
148,,1,Mauricio Pochettino,Tottenham Hotspur,2755713
3691,15,0,Valeriy Petrakov,Tom Tomsk,2755777
1075,,1,JosÃ© Peseiro,SC Braga,2758698
723,,1,Jack de Gier,Almere City FC,2763356
1091,5,2,Vladimir Ivic,PAOK Thessaloniki,2764500
3729,14,1,Sergey Kiryakov,Arsenal Tula,2771351
418,,2,ZinÃ©dine Zidane,Real Madrid,2814843
47,15,3,Savvas Pantelidis,Iraklis Thessaloniki,2818576
200,2,3,Erik ten Hag,FC Utrecht,2864907
200,8,0,Erik ten Hag,FC Utrecht,2865035
132,14,0,Stijn Vreven,NAC Breda,2865067
200,5,1,Erik ten Hag,FC Utrecht,2867589
148,4,0,Mauricio Pochettino,Tottenham Hotspur,2872226
1132,7,3,Sean Dyche,Burnley FC,2872414
5818,8,0,Thomas Thomasberg,Hobro IK,2875101
2414,5,1,Bo Henriksen,AC Horsens,2875246
132,16,1,Stijn Vreven,NAC Breda,2877314
7378,14,3,VÃ­tor Oliveira,Portimonense SC,2883722
720,1,1,SÃ©rgio ConceiÃ§Ã£o,FC Porto,2883747
114,3,2,Senol GÃ¼nes,Besiktas JK,2884033
3325,7,0,LuÃ­s Castro,GD Chaves,2884400
720,2,0,SÃ©rgio ConceiÃ§Ã£o,FC Porto,2884481
132,14,1,Stijn Vreven,NAC Breda,2888421
2477,12,0,Sergio Navarro,Karpaty Lviv (-2021),2888457
1091,15,0,Razvan Lucescu,PAOK Thessaloniki,2891420
1091,2,3,Razvan Lucescu,PAOK Thessaloniki,2891559
6574,14,1,Giuseppe Iachini,US Sassuolo,2897464
862,16,0,Rolando Maran,Chievo Verona,2897489
681,7,1,Eusebio,Real Sociedad,2899663
418,3,2,ZinÃ©dine Zidane,Real Madrid,2899832
681,11,1,Imanol Alguacil,Real Sociedad,2899841
200,,0,Erik ten Hag,FC Utrecht,2905546
720,,3,SÃ©rgio ConceiÃ§Ã£o,FC Porto,2923569
22110,,4,Christian LÃ¶nstrup,FC HelsingÃ¶r,2923787
475,5,0,Jonas De Roeck,Sint-Truidense VV,2924594
667,15,0,Thierry Laurey,RC Strasbourg Alsace,2942829
415,18,2,MickaÃ«l DebÃ¨ve,FC Toulouse,2942912
667,15,0,Thierry Laurey,RC Strasbourg Alsace,2942924
601,11,3,Glen De Boeck,KV Kortrijk,2958618
148,,2,Mauricio Pochettino,Tottenham Hotspur,2981993
114,,0,Senol GÃ¼nes,Besiktas JK,2982000
2760,12,0,Alan Archibald,Partick Thistle FC,2986483
28643,7,2,Sven Vermant,SK Beveren,2987580
1091,,3,Razvan Lucescu,PAOK Thessaloniki,3003042
1132,13,0,Sean Dyche,Burnley FC,3050253
603,18,1,Neil Warnock,Cardiff City,3050387
1132,15,0,Sean Dyche,Burnley FC,3050443
1132,14,3,Sean Dyche,Burnley FC,3050495
79,17,0,Tayfun Korkut,VfB Stuttgart,3058453
15,6,3,Peter Bosz,Bayer 04 Leverkusen,3058644
79,16,0,Markus Weinzierl,VfB Stuttgart,3058660
2414,4,2,Bo Henriksen,AC Horsens,3063561
5818,13,0,Allan Kuhn,Hobro IK,3063594
2414,5,4,Bo Henriksen,AC Horsens,3063698
1301,5,1,ClÃ¡udio Braga,CS MarÃ­timo,3069406
1301,14,1,Petit,CS MarÃ­timo,3069552
1301,11,1,Petit,CS MarÃ­timo,3069555
3325,17,0,Tiago Fernandes,GD Chaves,3069603
868,13,1,Mustafa Kaplan,MKE AnkaragÃ¼cÃ¼,3070004
681,9,3,Asier Garitano,Real Sociedad,3079411
367,19,1,MÃ­chel,Rayo Vallecano,3080835
368,5,2,JoaquÃ­n CaparrÃ³s,Sevilla FC,3080881
6574,3,2,Roberto De Zerbi,US Sassuolo,3080984
130,8,1,Roberto D'Aversa,Parma Calcio 1913,3081166
6992,11,0,Angel Chervenkov,Chornomorets Odessa,3082144
9007,12,1,Igor Leonov,Arsenal Kyiv,3087290
4171,,2,Cristian Bucchi,Benevento Calcio,3089422
418,,2,Santiago Solari,Real Madrid,3098040
601,8,1,Glen De Boeck,KV Kortrijk,3099255
2414,,0,Bo Henriksen,AC Horsens,3121499
172,8,2,Felice MazzÃ¹,RSC Charleroi,3140029
1237,,3,Chris Hughton,Brighton & Hove Albion,3151385
1091,1,2,Razvan Lucescu,PAOK Thessaloniki,3159815
415,17,2,Antoine KombouarÃ©,FC Toulouse,3199458
15,4,3,Peter Bosz,Bayer 04 Leverkusen,3203668
418,1,2,ZinÃ©dine Zidane,Real Madrid,3208629
418,2,2,ZinÃ©dine Zidane,Real Madrid,3208782
2778,6,1,Flemming Pedersen,FC Nordsjaelland,3209840
681,5,2,Imanol Alguacil,Real Sociedad,3209960
418,2,1,ZinÃ©dine Zidane,Real Madrid,3210000
368,4,3,Julen Lopetegui,Sevilla FC,3210097
2778,5,1,Flemming Pedersen,FC Nordsjaelland,3210317
7378,12,0,AntÃ³nio Folha,Portimonense SC,3211385
7378,16,1,AntÃ³nio Folha,Portimonense SC,3211445
1301,11,0,Nuno Manta Santos,CS MarÃ­timo,3211453
1075,5,7,RÃºben Amorim,SC Braga,3211579
7378,17,1,AntÃ³nio Folha,Portimonense SC,3211580
336,4,1,Silas,Sporting CP,3211852
235,13,1,Fred Grim,RKC Waalwijk,3212116
1075,3,2,CustÃ³dio,SC Braga,3212608
1301,12,1,JosÃ© Gomes,CS MarÃ­timo,3212670
1075,4,0,Artur Jorge,SC Braga,3212681
336,4,1,RÃºben Amorim,Sporting CP,3212694
235,18,2,Fred Grim,RKC Waalwijk,3216175
148,6,2,Mauricio Pochettino,Tottenham Hotspur,3219093
1237,15,0,Graham Potter,Brighton & Hove Albion,3219160
1132,11,2,Sean Dyche,Burnley FC,3219224
1237,15,3,Graham Potter,Brighton & Hove Albion,3219227
1237,13,2,Graham Potter,Brighton & Hove Albion,3219334
1132,11,2,Sean Dyche,Burnley FC,3219411
868,16,1,Mustafa Resit Akcay,MKE AnkaragÃ¼cÃ¼,3223196
130,11,3,Roberto D'Aversa,Parma Calcio 1913,3229185
130,7,2,Roberto D'Aversa,Parma Calcio 1913,3229324
19,19,0,Diego LÃ³pez,Brescia Calcio,3229528
418,,0,ZinÃ©dine Zidane,Real Madrid,3252147
15,,2,Peter Bosz,Bayer 04 Leverkusen,3252224
28643,15,0,Arnauld Mercier,SK Beveren,3266505
475,11,1,Nicky Hayen,Sint-Truidense VV,3274425
3729,7,1,Igor Cherevchenko,Arsenal Tula,3280863
418,,1,ZinÃ©dine Zidane,Real Madrid,3291936
336,,1,Silas,Sporting CP,3292000
1091,2,1,Abel Ferreira,PAOK Thessaloniki,3292298
28643,15,1,Arnauld Mercier,SK Beveren,3302932
601,11,3,Yves Vanderhaeghe,KV Kortrijk,3302933
1091,2,2,Abel Ferreira,PAOK Thessaloniki,3309802
667,18,1,Thierry Laurey,RC Strasbourg Alsace,3393967
3911,20,0,Olivier Dall'Oglio,Stade Brestois 29,3393968
667,19,0,Thierry Laurey,RC Strasbourg Alsace,3394581
667,19,1,Thierry Laurey,RC Strasbourg Alsace,3394645
3911,14,1,Olivier Dall'Oglio,Stade Brestois 29,3394890
15,6,1,Hannes Wolf,Bayer 04 Leverkusen,3412875
10,16,0,Frank Kramer,Arminia Bielefeld,3412915
79,10,1,Pellegrino Matarazzo,VfB Stuttgart,3412970
15,2,3,Peter Bosz,Bayer 04 Leverkusen,3413041
79,10,1,Pellegrino Matarazzo,VfB Stuttgart,3413174
172,1,2,Karim Belhocine,RSC Charleroi,3415280
1049,,4,Gary Neville,Valencia CF,2646018
601,11,1,Yves Vanderhaeghe,KV Kortrijk,3415333
172,12,1,Karim Belhocine,RSC Charleroi,3415507
148,7,5,JosÃ© Mourinho,Tottenham Hotspur,3420846
148,2,1,JosÃ© Mourinho,Tottenham Hotspur,3421751
868,17,1,Hikmet Karaman,MKE AnkaragÃ¼cÃ¼,3427111
7775,7,1,Ã–mer Erdogan,Hatayspor,3427135
114,1,0,Sergen Yalcin,Besiktas JK,3427142
868,15,1,Hikmet Karaman,MKE AnkaragÃ¼cÃ¼,3427151
3729,14,1,Sergey Podpaly,Arsenal Tula,3431110
336,2,2,RÃºben Amorim,Sporting CP,3431993
720,2,1,SÃ©rgio ConceiÃ§Ã£o,FC Porto,3432209
336,1,2,RÃºben Amorim,Sporting CP,3432235
4171,9,2,Filippo Inzaghi,Benevento Calcio,3433219
6574,2,2,Roberto De Zerbi,US Sassuolo,3433238
4171,13,1,Filippo Inzaghi,Benevento Calcio,3433256
200,10,3,RenÃ© Hake,FC Utrecht,3450510
200,8,1,John van den Brom,FC Utrecht,3450588
200,7,4,RenÃ© Hake,FC Utrecht,3450655
418,3,1,ZinÃ©dine Zidane,Real Madrid,3451009
681,3,1,Imanol Alguacil,Real Sociedad,3451060
2414,12,0,Jonas Dal,AC Horsens,3457403
418,,0,ZinÃ©dine Zidane,Real Madrid,3461804
15,,3,Peter Bosz,Bayer 04 Leverkusen,3462368
681,,1,Imanol Alguacil,Real Sociedad,3476206
681,,1,Imanol Alguacil,Real Sociedad,3508598
15,4,1,Gerardo Seoane,Bayer 04 Leverkusen,3588385
79,16,0,Pellegrino Matarazzo,VfB Stuttgart,3588595
15,3,4,Gerardo Seoane,Bayer 04 Leverkusen,3588653
3911,17,2,Michel Der Zakarian,Stade Brestois 29,3589169
3911,13,0,Michel Der Zakarian,Stade Brestois 29,3589335
3911,13,0,Michel Der Zakarian,Stade Brestois 29,3589366
1237,8,2,Graham Potter,Brighton & Hove Albion,3591974
1237,6,1,Graham Potter,Brighton & Hove Albion,3592022
1237,10,2,Graham Potter,Brighton & Hove Albion,3592266
1132,17,2,Mike Jackson,Burnley FC,3592269
20519,,0,Alfredo Aglietti,,2599302
1008,,1,Mika Lehkosuo,,2615064
12054,,0,Aleksandr Ivchenko,,2616675
496,,0,Age Hareide,,2618535
687,,3,Erling Moe,,2618721
10625,,0,Qurban Qurbanov,,2618957
9415,,0,Dimitrios Nolis,,2630717
4602,,0,Soulis Papadopoulos,,2630719
11121,,3,Oleg Garin,,2632632
6699,,0,Paul Tisdale,,2652086
2805,,0,Gareth Ainsworth,,2655358
5660,,2,David McGlynn,,2658577
197,,3,Zdenek Scasny,,2668348
30433,,1,Aleksandr Pushtov,,2700329
62,,1,Dusan Uhrin Jr.,,2725301
4255,,0,Stefano Sottili,,2735703
2976,,2,Barak Bakhar,,2740113
504,,0,Pierluigi Tami,,2740233
9690,,0,Luca D'Angelo,,2744439
197,,0,Zdenek Scasny,,2754303
260,,1,Uli Forte,,2754306
22220,,1,Stanimir Stoilov,,2758686
6066,,1,Stephen Kenny,,2758731
697,,0,Jindrich Trpisovsky,,2758743
4585,,0,Giannis Mangos,,2764434
941,,1,Roman Pivarnik,,2765905
301,,1,Laurentiu Reghecampf,,2765918
11596,,5,Julio VelÃ¡zquez,,2767529
23297,,0,Henrik Lehm,,2779490
1211,,0,Michael Brown,,2808928
37276,,0,Spyros Baxevanos,,2811651
12346,,0,Paolo Amodio,,2866203
22010,,0,Roman Grygorchuk,,2894091
35415,,1,Konstantinos Nikolaidis,,2907321
9614,,2,Graham Potter,,2919795
31614,,1,Dimitar Dimitrov,,2919913
669,,1,Miroslav Djukic,,2919915
2296,,4,Jagoba Arrasate,,2925252
35415,,0,Konstantinos Nikolaidis,,2925754
37276,,1,Georgios Petrakis,,2925760
648,,2,Josep LluÃ­s MartÃ­,,2929841
22,,0,Gary Rowett,,2984209
6251,,1,Jani Honkavaara,,3055769
1109,,0,Andreas Alm,,3076902
6248,,0,Simon Rozman,,3076930
4172,,7,Luca D'Angelo,,3084020
4554,,1,Paolo Zanetti,,3084024
1180,,1,Sergey Gurenko,,3087310
15276,,1,Vladimir Gacinovic,,3087345
20519,,10,Roberto Boscaglia,,3092286
11107,,1,Marko Nikolic,,3092955
159,,0,Vladan Milojevic,,3098000
37339,,2,Giannis Mangos,,3108482
37125,,0,Pavlos Dimitriou,,3108488
988,,0,Karl Robinson,,3136607
163,,0,Mario Frick,,3232914
4097,,1,Gaetano Auteri,,3240359
2784,,0,Thomas Doll,,3243583
2976,,0,Barak Bakhar,,3244535
8699,,0,Arjan Bellaj,,3280144
11125,,1,Dmitriy Parfenov,,3288393
1181,,2,Simon Grayson,,3300777
3834,,1,Igor Chugaynov,,3434758
279,,1,Sergiy Rebrov,,3461723
1434,,0,Andries Jonker,,3462158
3368,18,0,Lucas Alcaraz,Levante UD,2594545
1533,8,0,JosÃ© Luis Mendilibar,SD Eibar,2594732
1085,2,4,Quim Machado,VitÃ³ria SetÃºbal FC,2596947
506,12,0,Massimiliano Allegri,Juventus FC,2604072
398,10,0,Stefano Pioli,SS Lazio,2604105
5,6,2,SiniÅ¡a MihajloviÄ‡,AC Milan,2604179
276,20,0,Luigi Delneri,Hellas Verona,2604309
10690,,2,Yuriy Vernydub,Zorya Lugansk,2604914
2293,3,2,Aykut Kocaman,Konyaspor,2606519
2995,7,1,Jorge SimÃ£o,FC PaÃ§os de Ferreira,2609424
855,14,2,Jocelyn Gourvennec,EA Guingamp,2609699
1162,8,0,Patrice Garande,SM Caen,2609789
976,14,1,LuÃ­s Norton de Matos,CF UniÃ£o Madeira (-2021),2613537
7179,18,2,Petit,CD Tondela,2613538
2420,7,3,SÃ©rgio ConceiÃ§Ã£o,VitÃ³ria GuimarÃ£es SC,2613583
2503,16,3,Erwin SÃ¡nchez,Boavista FC,2613614
2420,11,0,SÃ©rgio ConceiÃ§Ã£o,VitÃ³ria GuimarÃ£es SC,2613661
2410,1,6,Leonid Slutski,CSKA Moscow,2620450
58,2,1,Besnik Hasi,RSC Anderlecht,2626585
7185,,0,Dimitrios Eleftheropoulos,Panthrakikos Komotini,2627298
430,,0,Paulo Sousa,ACF Fiorentina,2646019
150,,0,Juan Merino,Real Betis BalompiÃ©,2647665
16704,5,1,Oleg Kononov,FK Krasnodar,2654339
2079,14,1,Dimitrios Eleftheropoulos,Veria NPS,2658021
1083,2,1,Kurban Berdyev,FK Rostov,2683477
5724,4,1,Ã“lafur Helgi KristjÃ¡nsson,Randers FC,2697521
865,5,0,Jess Thorup,FC Midtjylland,2697548
2288,7,1,Francesco Guidolin,Swansea City,2697988
31,11,0,JÃ¼rgen Klopp,Liverpool FC,2697997
29,6,1,Ronald Koeman,Everton FC,2698152
2288,20,0,Bob Bradley,Swansea City,2698212
202,12,5,Ernest Faber,FC Groningen,2700671
798,16,1,Mitchell van der Gaag,Excelsior Rotterdam,2700730
533,4,3,Julian Nagelsmann,TSG 1899 Hoffenheim,2704279
23826,1,3,Ralph HasenhÃ¼ttl,RB Leipzig,2704332
24,3,0,Niko Kovac,Eintracht Frankfurt,2704506
940,19,1,Eduardo Berizzo,Celta de Vigo,2718718
714,15,1,Quique SÃ¡nchez Flores,RCD Espanyol Barcelona,2718729
150,16,0,Gustavo Poyet,Real Betis BalompiÃ©,2718752
1108,12,1,Mauricio Pellegrino,Deportivo AlavÃ©s,2718773
1244,17,1,Asier Garitano,CD LeganÃ©s,2718974
2420,5,2,Pedro Martins,VitÃ³ria GuimarÃ£es SC,2720814
7179,18,0,PÃªpa,CD Tondela,2720896
2995,15,2,Vasco Seabra,FC PaÃ§os de Ferreira,2720917
8024,14,1,Manuel Machado,FC Arouca,2720974
6,18,2,EyÃ¼p Arin,Adanaspor,2722840
46,19,0,Frank de Boer,Inter Milan,2725473
2759,7,1,Jim McIntyre,Ross County FC,2728533
4482,11,0,Vitaliy Kvartsyanyi,Volyn Lutsk,2731810
354,6,0,Yannick Ferrera,KV Mechelen,2732105
3508,1,1,Francky Dury,SV Zulte Waregem,2732119
58,2,2,RenÃ© Weiler,RSC Anderlecht,2732176
354,6,2,Yannick Ferrera,KV Mechelen,2732248
968,15,1,Jacky Mathijssen,KVC Westerlo,2732256
162,,0,Leonardo Jardim,AS Monaco,2755738
2700,8,3,Pavel Vrba,Anzhi Makhachkala ( -2022),2763812
6418,,1,Makis Chavos,Panetolikos GFS,2811656
940,,2,Eduardo Berizzo,Celta de Vigo,2814839
683,,1,Vasilios Vouzas,Olympiacos Piraeus,2831540
2698,10,2,Javi Gracia,Rubin Kazan,2842415
339,11,2,Dmytro Mykhaylenko,Dnipro Dnipropetrovsk (-2020),2844526
8838,9,1,Roman Monarev,Zirka Kropyvnytskyi,2854411
157,12,2,Hein Vanhaezebrouck,KAA Gent,2864882
533,6,2,Julian Nagelsmann,TSG 1899 Hoffenheim,2871548
86,17,0,Florian Kohfeldt,SV Werder Bremen,2871913
631,11,2,Antonio Conte,Chelsea FC,2872133
984,17,1,Gary Megson,West Bromwich Albion,2872243
985,2,1,JosÃ© Mourinho,Manchester United,2872347
180,16,1,Mauricio Pellegrino,Southampton FC,2872388
631,5,2,Antonio Conte,Chelsea FC,2872416
190,4,2,Stale Solbakken,FC Copenhagen,2875239
865,2,1,Jess Thorup,FC Midtjylland,2875259
18303,8,2,Volodymyr Sharan,FK Oleksandriya,2882880
7179,15,0,PÃªpa,CD Tondela,2883697
3336,16,2,Ricardo Soares,Desportivo Aves (- 2020),2883717
68608,7,0,Domingos PaciÃªncia,CF Os Belenenses,2883743
141,2,0,Igor Tudor,Galatasaray,2883943
2425,5,1,Miguel Cardoso,Rio Ave FC,2884412
1085,18,1,JosÃ© Couceiro,VitÃ³ria SetÃºbal FC,2884428
2425,5,0,Miguel Cardoso,Rio Ave FC,2884439
1085,14,1,JosÃ© Couceiro,VitÃ³ria SetÃºbal FC,2884511
1268,9,3,Alfons Groenendijk,ADO Den Haag,2888354
430,12,1,Stefano Pioli,ACF Fiorentina,2897220
5,8,4,Vincenzo Montella,AC Milan,2897251
4083,16,1,Walter Zenga,FC Crotone,2897519
12321,7,3,Pablo MachÃ­n,Girona FC,2899815
131,1,2,Ernesto Valverde,FC Barcelona,2899845
969,11,0,Michel Der Zakarian,Montpellier HSC,2900827
370,1,4,Derek McInnes,Aberdeen FC,2903715
2282,1,2,Ivan Leko,Club Brugge KV,2906846
232,,1,Massimo Carrera,Spartak Moscow,2917413
1184,10,1,Albert Stuivenberg,KRC Genk,2918776
2425,,0,Miguel Cardoso,Rio Ave FC,2923625
354,15,0,Aleksandar Jankovic,KV Mechelen,2933533
417,7,1,Lucien Favre,OGC Nice,2942897
27,,2,Jupp Heynckes,Bayern Munich,3018930
2700,14,1,Vadim Skripchenko,Anzhi Makhachkala ( -2022),3027743
417,12,1,Patrick Vieira,OGC Nice,3047550
1420,15,0,StÃ©phane Moulin,Angers SCO,3047740
1421,10,1,David Guion,Stade Reims,3047760
762,12,0,Rafael BenÃ­tez,Newcastle United,3050179
1003,10,1,Claude Puel,Leicester City,3050288
29,8,5,Marco Silva,Everton FC,3050418
27,3,1,Niko Kovac,Bayern Munich,3058587
60,13,2,Christian Streich,SC Freiburg,3058588
1053,2,0,Morten Wieghorst,Aalborg BK,3063597
3426,5,0,John Lammers,Esbjerg fB,3063750
206,4,3,Martin Retov,BrÃ¶ndby IF,3063779
3349,6,0,Nuno Manta Santos,CD Feirense,3069401
2457,7,2,Silas,B SAD,3069606
2423,9,0,JoÃ£o Henriques,CD Santa Clara,3069635
39722,17,1,Mehmet Ã–zdilek,Erzurumspor FK,3069872
6993,11,2,Oleksandr Babych,FK Mariupol,3074776
10690,5,1,Yuriy Vernydub,Zorya Lugansk,3074780
660,1,6,Paulo Fonseca,Shakhtar Donetsk,3076252
1304,4,1,Frank Wormuth,Heracles Almelo,3077229
366,8,0,Sergio,Real Valladolid CF,3079442
